step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
171,CASH_OUT,1.7776744e+06,1.7776744e+06,0.0,1.9535344e+06,3.7312088e+06,1
345,PAYMENT,30293.83,1637.0,0.0,0.0,0.0,0
437,TRANSFER,4716.08,4716.08,0.0,0.0,0.0,1
233,PAYMENT,32744.2,66316.49,33572.29,0.0,0.0,0
509,TRANSFER,23413.67,23413.67,0.0,0.0,0.0,1
397,PAYMENT,42587.32,0.0,0.0,0.0,0.0,0
15,TRANSFER,161828.84,0.0,0.0,1.665021e+06,1.8268498e+06,0
358,TRANSFER,376059.28,376059.28,0.0,0.0,0.0,1
306,TRANSFER,1e+07,1.0850531e+07,850530.56,0.0,0.0,1
37,PAYMENT,30887.54,0.0,0.0,0.0,0.0,0
705,CASH_OUT,62898.81,62898.81,0.0,0.0,62898.81,1
274,CASH_OUT,90135.18,0.0,0.0,2.9900888e+06,3.080224e+06,0
404,CASH_IN,129349.78,1.4124902e+06,1.54184e+06,3.2188322e+06,3.0894822e+06,0
354,PAYMENT,7893.37,0.0,0.0,0.0,0.0,0
283,CASH_OUT,27690.91,30128.0,2437.09,0.0,27690.91,0
14,CASH_OUT,204280.7,0.0,0.0,495563.22,632250.0,0
36,CASH_IN,160545.44,1.8378308e+06,1.9983762e+06,180948.73,20403.31,0
228,CASH_OUT,497526.16,497526.16,0.0,0.0,497526.16,1
260,CASH_OUT,175597.64,175597.64,0.0,376762.66,552360.3,1
409,TRANSFER,1e+07,1.1018801e+07,1.01880094e+06,0.0,0.0,1
461,TRANSFER,1.0282848e+06,1.0282848e+06,0.0,0.0,0.0,1
527,CASH_OUT,6087.58,6087.58,0.0,3.5849045e+06,3.590992e+06,1
259,PAYMENT,3935.27,0.0,0.0,0.0,0.0,0
476,TRANSFER,37394.15,37394.15,0.0,0.0,0.0,1
742,CASH_OUT,303846.75,303846.75,0.0,343660.88,647507.6,1
162,CASH_OUT,131929.23,0.0,0.0,374504.66,506433.9,0
305,CASH_OUT,121703.15,25235.0,0.0,339045.97,465712.12,0
163,PAYMENT,17104.9,50200.0,33095.1,0.0,0.0,0
261,CASH_IN,52826.37,5.221747e+06,5.2745735e+06,152016.73,99190.37,0
460,CASH_OUT,2.0599801e+06,2.0599801e+06,0.0,734579.2,2.7945592e+06,1
586,CASH_OUT,2.58155e+06,2.58155e+06,0.0,0.0,2.58155e+06,1
444,TRANSFER,1.1867254e+06,1.1867254e+06,0.0,0.0,0.0,1
461,TRANSFER,6.2736605e+06,6.2736605e+06,0.0,0.0,0.0,1
129,TRANSFER,238219.11,25966.01,0.0,295802.25,534021.4,0
260,CASH_IN,157734.84,1.6714858e+07,1.6872594e+07,379095.62,221360.77,0
205,CASH_OUT,128572.96,128572.96,0.0,196488.42,325061.38,1
300,PAYMENT,9778.19,52102.0,42323.81,0.0,0.0,0
16,CASH_OUT,211151.48,0.0,0.0,365524.0,440739.16,0
320,TRANSFER,62318.91,62318.91,0.0,0.0,0.0,1
455,CASH_OUT,332.36,332.36,0.0,195086.55,195418.9,1
721,CASH_OUT,71216.62,71216.62,0.0,16093.34,87309.96,1
742,CASH_OUT,63416.99,63416.99,0.0,276433.2,339850.16,1
331,CASH_OUT,105352.34,405915.0,300562.66,464346.47,569698.8,0
356,CASH_OUT,401949.25,0.0,0.0,435349.03,837298.25,0
327,CASH_OUT,136555.39,0.0,0.0,2.5796355e+06,2.716191e+06,0
147,CASH_OUT,489514.3,489514.3,0.0,0.0,489514.3,1
225,CASH_IN,5208.26,6.677982e+06,6.68319e+06,3.9351292e+06,3.929921e+06,0
166,TRANSFER,1.2400361e+06,0.0,0.0,5.6951355e+06,6.935172e+06,0
637,CASH_IN,156808.19,3220.0,160028.19,0.0,0.0,0
69,TRANSFER,2.9602542e+06,2.9602542e+06,0.0,0.0,0.0,1
264,TRANSFER,7304.56,7304.56,0.0,0.0,0.0,1
361,CASH_OUT,1.742012e+06,1.742012e+06,0.0,70881.61,1.8128936e+06,1
1,PAYMENT,6831.38,1088.0,0.0,0.0,0.0,0
517,CASH_OUT,555328.56,555328.56,0.0,0.0,555328.56,1
185,TRANSFER,194180.11,194180.11,0.0,0.0,0.0,1
613,TRANSFER,980310.0,980310.0,0.0,0.0,0.0,1
692,TRANSFER,880661.1,880661.1,0.0,0.0,0.0,1
272,TRANSFER,5.14177e+06,5.14177e+06,0.0,0.0,0.0,1
42,CASH_OUT,152866.72,0.0,0.0,6.945242e+06,7.0981085e+06,0
614,CASH_OUT,1.7605464e+06,1.7605464e+06,0.0,0.0,1.7605464e+06,1
324,CASH_OUT,158445.23,0.0,0.0,293925.44,452370.7,0
258,PAYMENT,2949.14,20831.0,17881.86,0.0,0.0,0
592,PAYMENT,12154.32,124803.99,112649.67,0.0,0.0,0
211,PAYMENT,8335.67,19648.0,11312.33,0.0,0.0,0
233,TRANSFER,592443.7,592443.7,0.0,0.0,0.0,1
155,CASH_IN,100862.24,105803.0,206665.23,21344.0,0.0,0
253,PAYMENT,5627.53,0.0,0.0,0.0,0.0,0
653,TRANSFER,119.65,119.65,0.0,0.0,0.0,1
672,TRANSFER,7.218629e+06,7.218629e+06,0.0,0.0,0.0,1
352,CASH_OUT,18546.27,0.0,0.0,2.2308972e+06,2.2494435e+06,0
367,CASH_OUT,48774.46,48774.46,0.0,0.0,48774.46,1
105,TRANSFER,1.4570852e+06,1.4570852e+06,0.0,0.0,0.0,1
258,CASH_OUT,2.6841425e+06,2.6841425e+06,0.0,209538.73,2.8936812e+06,1
305,CASH_IN,119746.76,1536.0,121282.76,0.0,0.0,0
255,PAYMENT,3434.93,80269.0,76834.07,0.0,0.0,0
1,TRANSFER,235238.66,235238.66,0.0,0.0,0.0,1
508,CASH_OUT,385050.6,385050.6,0.0,1.4828998e+06,1.8679504e+06,1
424,CASH_OUT,1.3462646e+06,1.3462646e+06,0.0,1.8060264e+06,3.152291e+06,1
249,CASH_OUT,3.8796698e+06,3.8796698e+06,0.0,621931.5,4.5016015e+06,1
261,TRANSFER,2.6896338e+06,2.6896338e+06,0.0,0.0,0.0,1
10,CASH_OUT,59576.86,29899.0,0.0,1.6596518e+06,1.9615545e+06,0
594,TRANSFER,1.5926022e+06,1.5926022e+06,0.0,0.0,0.0,1
19,PAYMENT,19875.8,19492.0,0.0,0.0,0.0,0
588,CASH_OUT,13421.28,13421.28,0.0,218083.06,231504.34,1
631,CASH_OUT,696575.44,696575.44,0.0,0.0,696575.44,1
520,CASH_IN,208476.2,540004.0,748480.2,165210.88,0.0,0
177,CASH_OUT,240139.36,61757.85,0.0,743758.6,983898.0,0
352,CASH_OUT,174408.73,114658.0,0.0,1.5209306e+06,1.6953394e+06,0
228,CASH_OUT,286536.94,0.0,0.0,5.9889635e+06,6.2755005e+06,0
231,TRANSFER,261331.81,261331.81,0.0,0.0,0.0,1
253,CASH_OUT,168622.3,168622.3,0.0,941451.9,1.1100741e+06,1
620,CASH_OUT,260408.9,260408.9,0.0,0.0,260408.9,1
307,CASH_OUT,229239.86,0.0,0.0,642284.44,871524.3,0
202,CASH_IN,222247.73,5.95277e+06,6.1750175e+06,318622.1,96374.37,0
1,CASH_OUT,20128.0,20128.0,0.0,6268.0,12145.85,1
301,CASH_OUT,63116.33,0.0,0.0,950899.0,1.0140153e+06,0
446,CASH_OUT,311487.12,311487.12,0.0,753508.7,1.0649959e+06,1
255,CASH_OUT,40702.17,22591.0,0.0,119481.34,160183.52,0
17,CASH_OUT,185172.94,0.0,0.0,1.3029252e+06,1.4880982e+06,0
648,TRANSFER,774868.1,774868.1,0.0,0.0,0.0,1
322,PAYMENT,873.04,304873.0,303999.97,0.0,0.0,0
302,CASH_OUT,129506.13,0.0,0.0,1.2094396e+06,1.3389458e+06,0
140,CASH_IN,86364.72,226.0,86590.72,430662.34,344297.62,0
254,PAYMENT,23084.6,13628.65,0.0,0.0,0.0,0
718,CASH_OUT,8851.38,8851.38,0.0,0.0,8851.38,1
304,CASH_IN,143293.19,2.2660552e+07,2.2803844e+07,447329.66,304036.47,0
229,CASH_IN,224215.23,98474.0,322689.22,2.4349102e+06,2.210695e+06,0
302,CASH_OUT,152071.06,2403.0,0.0,979043.8,1.1311149e+06,0
296,CASH_OUT,717046.75,717046.75,0.0,313951.84,1.03099856e+06,1
130,CASH_OUT,7061.85,10985.0,3923.15,0.0,7061.85,0
171,TRANSFER,948288.3,948288.3,0.0,0.0,0.0,1
718,TRANSFER,66941.04,66941.04,0.0,0.0,0.0,1
358,PAYMENT,16479.31,0.0,0.0,0.0,0.0,0
526,CASH_OUT,199940.02,199940.02,0.0,0.0,199940.02,1
434,CASH_OUT,4.152987e+06,4.152987e+06,0.0,45694.34,4.1986815e+06,1
349,TRANSFER,98736.52,98736.52,0.0,0.0,0.0,1
139,CASH_OUT,218507.28,14606.0,0.0,305858.78,524366.06,0
249,CASH_IN,162018.62,5.4514935e+06,5.6135125e+06,2.654067e+06,2.4920485e+06,0
283,CASH_OUT,291010.22,0.0,0.0,4.935694e+06,5.2267045e+06,0
256,CASH_OUT,40231.56,40231.56,0.0,23948.79,64180.35,1
330,CASH_OUT,61756.82,61756.82,0.0,191770.48,253527.31,1
238,CASH_OUT,297425.38,0.0,0.0,1.4498468e+06,1.747272e+06,0
309,CASH_OUT,2.019509e+06,2.019509e+06,0.0,15973.05,2.035482e+06,1
162,PAYMENT,8488.38,0.0,0.0,0.0,0.0,0
452,TRANSFER,7.5781305e+06,7.5781305e+06,0.0,0.0,0.0,1
94,PAYMENT,10932.58,0.0,0.0,0.0,0.0,0
269,TRANSFER,1.3148971e+06,1.3148971e+06,0.0,0.0,0.0,1
352,CASH_OUT,108923.02,25687.0,0.0,0.0,108923.02,0
229,CASH_IN,58997.4,2.3751715e+06,2.434169e+06,121356.93,62359.53,0
140,PAYMENT,18753.48,50861.2,32107.72,0.0,0.0,0
192,PAYMENT,10339.68,9211.0,0.0,0.0,0.0,0
298,CASH_OUT,171149.45,0.0,0.0,1.0319704e+06,1.2031199e+06,0
13,PAYMENT,28227.31,42220.0,13992.69,0.0,0.0,0
553,TRANSFER,151105.97,151105.97,0.0,0.0,0.0,1
491,TRANSFER,580387.06,580387.06,0.0,0.0,0.0,1
692,TRANSFER,163490.28,163490.28,0.0,0.0,0.0,1
416,TRANSFER,3.0196998e+06,3.0196998e+06,0.0,0.0,0.0,1
352,CASH_IN,209697.73,1.9457636e+06,2.1554612e+06,5.315118e+06,5.10542e+06,0
586,TRANSFER,353874.22,353874.22,353874.22,0.0,0.0,1
47,TRANSFER,1.3889515e+06,1.3889515e+06,0.0,0.0,0.0,1
5,PAYMENT,6079.77,18273.0,12193.23,0.0,0.0,0
161,PAYMENT,11294.81,29182.0,17887.19,0.0,0.0,0
530,TRANSFER,387773.97,387773.97,0.0,0.0,0.0,1
284,CASH_OUT,173134.62,11158.0,0.0,157304.81,330439.44,0
326,TRANSFER,1.7195854e+06,41944.0,0.0,0.0,1.7195854e+06,0
185,CASH_IN,104618.77,611154.25,715773.0,1.1862481e+06,1.0816294e+06,0
349,CASH_OUT,89290.12,38413.38,0.0,745686.6,834976.75,0
329,PAYMENT,7770.52,101056.0,93285.48,0.0,0.0,0
418,TRANSFER,892376.7,892376.7,0.0,0.0,0.0,1
163,TRANSFER,779685.8,19512.0,0.0,63521.54,843207.3,0
34,CASH_OUT,120302.83,2175.0,0.0,119477.29,239780.12,0
209,TRANSFER,329156.44,329156.44,0.0,0.0,0.0,1
218,TRANSFER,61470.02,61470.02,0.0,0.0,0.0,1
382,CASH_IN,122078.21,1.4342605e+07,1.4464683e+07,3.7657262e+06,3.6436482e+06,0
325,CASH_IN,73712.28,7.516296e+06,7.590008e+06,966136.1,892423.8,0
48,PAYMENT,2061.7,20750.0,18688.3,0.0,0.0,0
225,TRANSFER,476321.8,476321.8,0.0,0.0,0.0,1
149,TRANSFER,17569.42,17569.42,0.0,0.0,0.0,1
129,PAYMENT,7365.0,0.0,0.0,0.0,0.0,0
284,PAYMENT,7404.15,0.0,0.0,0.0,0.0,0
495,CASH_OUT,987470.2,987470.2,0.0,0.0,987470.2,1
498,TRANSFER,95064.86,95064.86,0.0,0.0,0.0,1
139,CASH_IN,93454.21,74582.95,168037.16,470759.75,377305.56,0
399,CASH_OUT,145458.94,145458.94,0.0,193730.81,339189.75,1
36,PAYMENT,10918.56,800921.25,790002.7,0.0,0.0,0
181,CASH_OUT,195328.3,0.0,0.0,481622.84,676951.1,0
255,CASH_IN,65365.22,11159.0,76524.22,0.0,0.0,0
132,CASH_OUT,111341.32,367645.88,256304.56,544458.75,655800.06,0
255,CASH_OUT,42404.51,0.0,0.0,257711.64,300116.16,0
12,PAYMENT,33801.44,0.0,0.0,0.0,0.0,0
687,CASH_IN,83389.72,1.1637682e+06,1.247158e+06,495523.66,412133.94,0
232,TRANSFER,33302.96,33302.96,0.0,0.0,0.0,1
130,CASH_OUT,52720.88,11314.0,0.0,377288.2,430009.06,0
401,PAYMENT,9781.12,0.0,0.0,0.0,0.0,0
188,PAYMENT,9257.73,791712.25,782454.5,0.0,0.0,0
482,CASH_OUT,732198.4,732198.4,0.0,673285.1,1.4054835e+06,1
11,PAYMENT,7402.29,388906.1,381503.78,0.0,0.0,0
176,CASH_OUT,351332.16,351332.16,0.0,0.0,351332.16,1
183,CASH_IN,210699.53,101568.0,312267.53,34140.09,0.0,0
354,CASH_OUT,9.29923e+06,9.29923e+06,0.0,1.1291601e+07,2.059083e+07,1
139,CASH_OUT,375141.88,375141.88,0.0,124753.19,252008.88,1
140,CASH_OUT,649968.9,649968.9,0.0,663346.94,1.0857762e+06,1
133,TRANSFER,212130.67,212130.67,0.0,0.0,0.0,1
334,PAYMENT,11786.34,0.0,0.0,0.0,0.0,0
143,CASH_OUT,810599.2,810599.2,0.0,971634.6,1.7822338e+06,1
42,CASH_OUT,5.0324845e+06,5.0324845e+06,0.0,873589.2,5.906074e+06,1
352,TRANSFER,166456.55,166456.55,0.0,0.0,0.0,1
274,CASH_OUT,157605.08,57426.0,0.0,159179.42,316784.5,0
273,CASH_OUT,65516.41,115018.0,49501.59,0.0,65516.41,0
398,CASH_OUT,4.3092985e+06,4.3092985e+06,0.0,0.0,4.3092985e+06,1
114,TRANSFER,2.9082648e+06,2.9082648e+06,0.0,0.0,0.0,1
487,CASH_OUT,1.6101106e+06,1.6101106e+06,0.0,17821.53,1.6279322e+06,1
394,CASH_OUT,106790.47,60027.0,0.0,153215.55,260006.02,0
551,TRANSFER,3227.06,3227.06,0.0,0.0,0.0,1
401,CASH_OUT,35767.52,0.0,0.0,1.138099e+06,1.1738665e+06,0
20,CASH_OUT,199482.4,4674.0,0.0,2.803898e+06,3.0033802e+06,0
451,CASH_OUT,9265.43,9265.43,0.0,0.0,9265.43,1
318,CASH_OUT,756426.1,756426.1,0.0,1.6129849e+06,2.369411e+06,1
578,CASH_OUT,190815.8,190815.8,0.0,1.6869012e+06,1.8777171e+06,1
35,CASH_OUT,84816.39,114946.0,30129.61,0.0,84816.39,0
154,PAYMENT,17042.61,0.0,0.0,0.0,0.0,0
208,TRANSFER,164519.7,164519.7,0.0,0.0,0.0,1
284,TRANSFER,452780.06,15701.0,0.0,1.4165175e+07,1.4617955e+07,0
36,CASH_OUT,886592.75,886592.75,0.0,112531.06,999123.8,1
18,CASH_OUT,9131.0,9131.0,0.0,133084.02,142215.02,1
370,TRANSFER,1.8227728e+06,1.8227728e+06,0.0,0.0,0.0,1
134,CASH_OUT,258041.94,0.0,0.0,3.893932e+06,4.1519738e+06,0
232,TRANSFER,808546.8,41243.0,0.0,0.0,808546.8,0
356,TRANSFER,1.2476514e+06,14677.0,0.0,2.1936345e+06,3.4412858e+06,0
350,CASH_OUT,453610.53,51502.0,0.0,532005.0,985615.5,0
180,CASH_OUT,173309.11,173309.11,0.0,0.0,173309.11,1
85,TRANSFER,4094.07,4094.07,0.0,0.0,0.0,1
235,CASH_IN,30787.78,4.0676948e+06,4.0984825e+06,99809.22,69021.44,0
397,CASH_OUT,532509.75,20475.0,0.0,1.7842495e+06,2.3167592e+06,0
353,PAYMENT,22716.61,0.0,0.0,0.0,0.0,0
24,CASH_OUT,291305.97,291305.97,0.0,954554.8,1.2479636e+06,1
250,CASH_OUT,113278.04,21372.0,0.0,0.0,113278.04,0
177,CASH_OUT,178732.4,118188.0,0.0,0.0,178732.4,0
350,CASH_IN,55296.18,98777.0,154073.19,768108.8,712812.6,0
343,TRANSFER,101013.32,101013.32,0.0,0.0,0.0,1
393,PAYMENT,8963.11,98510.29,89547.18,0.0,0.0,0
560,CASH_OUT,357882.84,357882.84,0.0,901329.75,1.2592125e+06,1
185,CASH_OUT,125672.78,51992.0,0.0,61706.54,187379.31,0
373,PAYMENT,32525.83,116171.0,83645.17,0.0,0.0,0
242,CASH_OUT,3.1394232e+06,3.1394232e+06,0.0,2.593642e+06,5.7330655e+06,1
413,TRANSFER,140333.34,140333.34,0.0,0.0,0.0,1
211,CASH_IN,281977.03,20973.0,302950.03,0.0,0.0,0
106,CASH_OUT,2231.46,2231.46,0.0,0.0,2231.46,1
235,TRANSFER,601654.25,0.0,0.0,950975.56,1.5526298e+06,0
318,CASH_OUT,247455.25,247455.25,0.0,2.6918455e+06,2.9393008e+06,1
371,PAYMENT,12668.14,11160.0,0.0,0.0,0.0,0
723,TRANSFER,1.232698e+06,1.232698e+06,0.0,0.0,0.0,1
179,PAYMENT,20999.77,176805.06,155805.3,0.0,0.0,0
15,CASH_OUT,260360.84,30979.0,0.0,0.0,423604.03,0
422,CASH_OUT,1.8579356e+06,1.8579356e+06,0.0,738704.8,2.5966402e+06,1
397,CASH_OUT,337926.97,0.0,0.0,698465.94,1.03639294e+06,0
148,TRANSFER,99168.97,99168.97,0.0,0.0,0.0,1
137,CASH_OUT,102635.62,0.0,0.0,145837.72,248473.33,0
399,CASH_OUT,73425.61,0.0,0.0,201339.95,274765.6,0
205,CASH_IN,9143.44,2106.0,11249.44,2.8855815e+06,2.876438e+06,0
252,CASH_OUT,67937.83,508014.0,440076.16,0.0,67937.83,0
283,PAYMENT,1949.19,29908.0,27958.81,0.0,0.0,0
13,CASH_OUT,101073.49,21362.0,0.0,0.0,101073.49,0
187,CASH_OUT,117080.79,50042.0,0.0,177363.77,294444.56,0
687,CASH_OUT,3.0091255e+06,3.0091255e+06,0.0,46901.34,3.056027e+06,1
400,PAYMENT,758.22,0.0,0.0,0.0,0.0,0
343,TRANSFER,237943.62,237943.62,0.0,0.0,0.0,1
639,CASH_OUT,208253.11,208253.11,0.0,500417.0,708670.1,1
18,CASH_OUT,1386.94,118562.0,117175.06,376627.34,378014.28,0
417,CASH_OUT,1.0495865e+06,1.0495865e+06,0.0,8366.77,1.0579532e+06,1
185,CASH_OUT,125089.86,0.0,0.0,368558.0,597133.0,0
400,CASH_OUT,122300.72,51484.0,0.0,0.0,122300.72,0
489,CASH_OUT,7.5156245e+06,7.5156245e+06,0.0,0.0,7.5156245e+06,1
355,CASH_IN,186434.64,703.0,187137.64,0.0,0.0,0
537,TRANSFER,266546.7,266546.7,0.0,0.0,0.0,1
164,TRANSFER,2613.88,665152.0,662538.1,59125.77,61739.65,0
254,CASH_OUT,316254.34,318360.0,2105.65,30323.97,346578.34,0
20,CASH_OUT,31072.85,100560.0,69487.15,54767.18,134024.02,0
353,CASH_IN,132940.06,22241.0,155181.06,0.0,0.0,0
134,CASH_IN,417442.3,175068.19,592510.5,1.6368464e+06,1.2194041e+06,0
64,TRANSFER,841053.0,841053.0,0.0,0.0,0.0,1
285,PAYMENT,40741.21,60553.56,19812.35,0.0,0.0,0
663,TRANSFER,115782.68,115782.68,0.0,0.0,0.0,1
380,CASH_OUT,181600.83,25244.0,0.0,0.0,181600.83,0
135,CASH_IN,18581.52,9.638056e+06,9.656637e+06,1.0652841e+06,1.0467026e+06,0
319,CASH_OUT,1.0338787e+06,1.0338787e+06,0.0,6.177506e+06,7.2113845e+06,1
308,CASH_IN,122472.04,8.991157e+06,9.113629e+06,283777.7,161305.66,0
401,CASH_OUT,208364.48,19854.0,0.0,5085.66,213450.16,0
207,PAYMENT,17954.02,4164.92,0.0,0.0,0.0,0
130,PAYMENT,12255.06,0.0,0.0,0.0,0.0,0
380,PAYMENT,4635.29,149111.0,144475.7,0.0,0.0,0
455,CASH_OUT,7618.49,7618.49,0.0,0.0,7618.49,1
161,CASH_OUT,158086.45,0.0,0.0,3.380359e+06,3.5384455e+06,0
504,TRANSFER,138048.52,138048.52,0.0,0.0,0.0,1
686,TRANSFER,107732.98,107732.98,0.0,0.0,0.0,1
73,CASH_OUT,684796.2,684796.2,0.0,2.7544535e+06,3.4392498e+06,1
136,PAYMENT,16560.75,604.0,0.0,0.0,0.0,0
157,CASH_OUT,16283.09,46284.0,30000.91,9139.06,25422.15,0
400,PAYMENT,19363.39,14778.0,0.0,0.0,0.0,0
104,CASH_OUT,142336.66,142336.66,0.0,267803.16,410139.8,1
188,CASH_IN,17163.0,1.1650721e+06,1.1822351e+06,202626.72,185463.72,0
299,CASH_OUT,126480.65,0.0,0.0,408667.75,535148.44,0
294,TRANSFER,21819.57,21819.57,0.0,0.0,0.0,1
421,CASH_OUT,19729.68,19729.68,0.0,0.0,19729.68,1
322,TRANSFER,71329.73,71329.73,0.0,0.0,0.0,1
140,PAYMENT,11299.49,0.0,0.0,0.0,0.0,0
139,PAYMENT,11623.41,8023.0,0.0,0.0,0.0,0
306,CASH_IN,243174.39,21813.0,264987.38,555109.7,311935.3,0
236,PAYMENT,2729.03,0.0,0.0,0.0,0.0,0
591,CASH_OUT,906270.6,906270.6,0.0,221709.8,1.1279804e+06,1
132,CASH_IN,154492.62,34237.0,188729.62,6.0649855e+06,5.910493e+06,0
433,CASH_OUT,673722.75,673722.75,0.0,0.0,673722.75,1
372,CASH_OUT,147229.95,99123.0,0.0,609487.44,756717.4,0
12,CASH_IN,486679.72,61471.0,548150.7,482662.03,0.0,0
210,CASH_OUT,315238.2,11054.0,0.0,514899.78,830137.94,0
197,TRANSFER,486060.16,486060.16,0.0,0.0,0.0,1
414,TRANSFER,1e+07,1.0724264e+07,724264.2,0.0,0.0,1
313,CASH_IN,133241.12,1.0843788e+07,1.0977029e+07,346080.2,212839.06,0
340,CASH_OUT,4.8961795e+06,4.8961795e+06,0.0,462959.28,5.3591385e+06,1
198,CASH_OUT,2.6340325e+06,2.6340325e+06,0.0,502216.16,3.1362488e+06,1
399,PAYMENT,87025.11,12078.0,0.0,0.0,0.0,0
78,CASH_OUT,113829.89,113829.89,0.0,0.0,113829.89,1
107,TRANSFER,418691.03,418691.03,0.0,0.0,0.0,1
400,CASH_OUT,436757.75,436757.75,0.0,0.0,436757.75,1
208,TRANSFER,797545.06,5968.0,0.0,259726.14,1.0572712e+06,0
139,PAYMENT,792.42,0.0,0.0,0.0,0.0,0
134,TRANSFER,442805.78,251099.0,0.0,196947.58,849018.4,0
42,PAYMENT,3644.89,0.0,0.0,0.0,0.0,0
140,CASH_IN,68834.4,389641.47,458475.88,821263.8,752429.44,0
687,CASH_OUT,322275.62,26247.17,0.0,6.731062e+06,7.0533375e+06,0
228,CASH_IN,255165.28,167325.0,422490.28,0.0,0.0,0
159,CASH_IN,23220.36,1.3127638e+07,1.3150858e+07,4.027024e+06,4.0038035e+06,0
202,PAYMENT,18431.37,16878.0,0.0,0.0,0.0,0
139,CASH_OUT,239789.64,0.0,0.0,6.5319435e+06,6.771733e+06,0
604,TRANSFER,203848.61,203848.61,0.0,0.0,0.0,1
370,TRANSFER,2.2117082e+06,0.0,0.0,3.3677996e+07,3.5889704e+07,0
731,CASH_OUT,508929.62,508929.62,0.0,161576.16,670505.75,1
17,CASH_IN,188790.1,20925.0,209715.1,0.0,0.0,0
248,CASH_OUT,18035.14,18035.14,0.0,0.0,18035.14,1
437,TRANSFER,119041.12,119041.12,0.0,0.0,0.0,1
99,TRANSFER,1.5152912e+06,1.5152912e+06,0.0,0.0,0.0,1
375,CASH_OUT,192947.8,0.0,0.0,277100.5,470048.3,0
217,CASH_OUT,120171.26,0.0,0.0,368166.25,488337.5,0
587,TRANSFER,985127.94,985127.94,0.0,0.0,0.0,1
625,TRANSFER,2.4803218e+06,2.4803218e+06,0.0,0.0,0.0,1
487,CASH_OUT,882637.8,882637.8,0.0,6493.14,889131.0,1
310,TRANSFER,1.3349194e+06,1.3349194e+06,0.0,0.0,0.0,1
514,CASH_OUT,97714.65,0.0,0.0,2.0484115e+06,2.1461262e+06,0
127,CASH_OUT,426532.4,426532.4,0.0,94613.13,521145.53,1
583,TRANSFER,459378.9,459378.9,0.0,0.0,0.0,1
656,TRANSFER,84007.22,84007.22,0.0,0.0,0.0,1
481,CASH_OUT,1.7101804e+06,1.7101804e+06,0.0,934700.5,2.644881e+06,1
161,CASH_OUT,235139.38,0.0,0.0,4.348546e+06,4.5836855e+06,0
130,TRANSFER,174372.75,0.0,0.0,614309.2,788681.94,0
608,CASH_OUT,1e+07,1e+07,0.0,0.0,1e+07,1
404,PAYMENT,8577.6,785.0,0.0,0.0,0.0,0
301,CASH_OUT,12984.31,25236.0,12251.69,1.1936756e+06,1.20666e+06,0
162,CASH_OUT,346652.06,0.0,0.0,1.4022352e+06,1.7488872e+06,0
140,TRANSFER,6783.47,6783.47,0.0,0.0,0.0,1
120,CASH_OUT,105859.41,105859.41,0.0,1.2101629e+06,1.3160224e+06,1
10,CASH_OUT,72467.33,0.0,0.0,241384.12,143641.39,0
595,PAYMENT,8501.33,4536.0,0.0,0.0,0.0,0
350,TRANSFER,915672.7,915672.7,0.0,0.0,0.0,1
331,PAYMENT,45041.21,277179.88,232138.66,0.0,0.0,0
303,CASH_OUT,20256.3,0.0,0.0,757329.3,777585.6,0
350,TRANSFER,117326.12,36862.0,0.0,1.36295e+07,1.3746826e+07,0
504,CASH_OUT,1.3809408e+06,1.3809408e+06,0.0,185939.03,1.5668798e+06,1
158,CASH_OUT,188334.28,0.0,0.0,210197.27,398531.56,0
431,TRANSFER,966389.94,966389.94,0.0,0.0,0.0,1
374,CASH_OUT,273381.44,0.0,0.0,374872.16,648253.56,0
259,CASH_IN,106880.7,1.1694581e+06,1.2763388e+06,173030.39,66149.69,0
284,CASH_IN,213239.88,7.974239e+06,8.1874785e+06,1.1474454e+06,934205.5,0
136,PAYMENT,45760.93,0.0,0.0,0.0,0.0,0
166,PAYMENT,1240.04,250.0,0.0,0.0,0.0,0
431,TRANSFER,3.7185032e+06,3.7185032e+06,0.0,0.0,0.0,1
291,TRANSFER,30820.17,30820.17,0.0,0.0,0.0,1
371,CASH_OUT,199816.6,7818.0,0.0,298003.56,497820.16,0
210,PAYMENT,1174.52,31939.0,30764.48,0.0,0.0,0
664,CASH_OUT,4651.43,4651.43,0.0,4.812423e+06,4.8170745e+06,1
380,TRANSFER,194115.2,140972.73,0.0,413405.88,607521.06,0
306,CASH_IN,304814.4,1.2178458e+07,1.2483272e+07,746366.2,441551.75,0
163,CASH_OUT,212586.38,152991.0,0.0,6.1029085e+06,6.315495e+06,0
270,CASH_OUT,757422.8,757422.8,0.0,1.5577514e+06,2.3151742e+06,1
351,TRANSFER,153607.08,153607.08,0.0,0.0,0.0,1
185,CASH_OUT,131597.73,131597.73,0.0,0.0,0.0,1
400,TRANSFER,245155.25,245155.25,0.0,0.0,0.0,1
193,TRANSFER,660746.2,660746.2,0.0,0.0,0.0,1
687,CASH_IN,238247.53,109294.01,347541.53,775009.6,536762.06,0
399,TRANSFER,205170.3,205170.3,0.0,0.0,0.0,1
188,CASH_IN,358048.34,30501.0,388549.34,36586.78,0.0,0
701,TRANSFER,496420.66,496420.66,0.0,0.0,0.0,1
298,CASH_IN,118265.7,5.8596015e+06,5.977867e+06,290122.53,171856.83,0
