step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,errorBalanceOrig,errorBalanceDest,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
396,4149.51,0.0,0.0,0.0,0.0,0,4149.51,4149.51,False,False,False,True,False
667,144.73,205326.0,205181.27,114086.85,114231.58,0,0.0,0.0,False,True,False,False,False
46,945131.9,945131.9,0.0,119561.47,1064693.4,1,0.0,-0.029999999795109034,False,True,False,False,False
157,563151.7,0.0,0.0,3067109.8,3630261.5,0,563151.7,0.0,False,False,False,False,True
331,22042.43,0.0,0.0,0.0,0.0,0,22042.43,22042.43,False,False,False,True,False
211,131536.38,5365730.0,5497266.5,280235.0,148698.62,0,263072.8799999999,263072.76,True,False,False,False,False
13,4022667.5,4022667.5,0.0,80136.56,4057191.2,1,0.0,45612.85999999987,False,True,False,False,False
309,3490916.0,3490916.0,0.0,112756.43,3603672.5,1,0.0,-0.06999999983236194,False,True,False,False,False
394,242333.62,10579614.0,10821948.0,2385694.8,2143361.0,0,484667.6199999992,484667.4199999999,True,False,False,False,False
22,346704.56,346704.56,0.0,513994.78,860699.3,1,0.0,0.0400000000372529,False,True,False,False,False
681,8104558.0,8104558.0,0.0,0.0,8104558.0,1,0.0,0.0,False,True,False,False,False
403,3638.64,19331.0,15692.36,0.0,0.0,0,0.0,3638.64,False,False,False,True,False
345,80065.71,20497.0,100562.71,167537.9,87472.19,0,160131.42,160131.41999999998,True,False,False,False,False
9,16523.84,978457.1,961933.25,0.0,0.0,0,-0.010000000009313226,16523.84,False,False,False,True,False
260,8318.03,18688.73,10370.7,0.0,0.0,0,3.637978807091713e-12,8318.03,False,False,False,True,False
172,692984.56,692984.56,0.0,0.0,0.0,1,0.0,692984.56,False,False,False,False,True
466,230806.84,230806.84,0.0,0.0,0.0,1,0.0,230806.84,False,False,False,False,True
371,127430.2,0.0,0.0,506499.62,633929.8,0,127430.2,0.01999999990221113,False,True,False,False,False
141,1589614.8,1589614.8,0.0,0.0,0.0,1,0.0,1589614.8,False,False,False,False,True
186,446162.97,60599.0,506761.97,0.0,0.0,0,892325.94,446162.97,True,False,False,False,False
352,600722.1,600722.1,0.0,0.0,0.0,1,0.0,600722.1,False,False,False,False,True
491,449199.47,449199.47,0.0,224957.94,674157.4,1,0.0,0.009999999892897904,False,True,False,False,False
42,50416.65,21462.0,0.0,5897291.0,5790837.0,0,28954.65,156870.65000000037,False,True,False,False,False
166,4689.38,22763.0,18073.62,0.0,0.0,0,0.0,4689.38,False,False,False,True,False
37,209815.34,0.0,0.0,1446364.6,1656180.0,0,209815.34,-0.05999999982304871,False,True,False,False,False
374,140663.69,1668554.8,1809218.4,2616084.5,2475421.0,0,281327.2899999998,281327.18999999994,True,False,False,False,False
140,4095.81,62679.0,58583.19,0.0,0.0,0,0.0,4095.81,False,False,False,True,False
211,133012.53,175097.0,42084.47,653233.94,786246.44,0,0.0,0.030000000027939677,False,True,False,False,False
183,355909.22,355909.22,0.0,0.0,355909.22,1,0.0,0.0,False,True,False,False,False
236,122640.5,0.0,0.0,784596.7,907237.2,0,122640.5,0.0,False,True,False,False,False
369,50096.44,2382.0,52478.44,0.0,0.0,0,100192.88,50096.44,True,False,False,False,False
276,8935.61,86144.14,77208.53,0.0,0.0,0,0.0,8935.61,False,False,False,True,False
705,105269.81,105269.81,0.0,1131176.1,1236445.9,1,0.0,0.01000000024214387,False,True,False,False,False
8,1512938.6,22291.0,0.0,2206776.5,3719715.0,0,1490647.6,0.10000000009313226,False,False,False,False,True
1,181.0,181.0,0.0,0.0,0.0,1,0.0,181.0,False,False,False,False,True
579,1632500.2,1632500.2,0.0,0.0,0.0,1,0.0,1632500.2,False,False,False,False,True
204,47359.36,40442.0,0.0,14319003.0,14366363.0,0,6917.360000000001,-0.6400000005960464,False,True,False,False,False
139,1257567.8,0.0,0.0,6130082.0,7387650.0,0,1257567.8,-0.20000000018626451,False,False,False,False,True
262,6201.8,100452.0,94250.2,0.0,0.0,0,0.0,6201.8,False,False,False,True,False
189,358529.2,358529.2,0.0,0.0,0.0,1,0.0,358529.2,False,False,False,False,True
383,1142.79,24457.0,23314.21,0.0,0.0,0,0.0,1142.79,False,False,False,True,False
722,59263.88,59263.88,0.0,0.0,0.0,1,0.0,59263.88,False,False,False,False,True
187,5847.97,0.0,0.0,0.0,0.0,0,5847.97,5847.97,False,False,False,True,False
212,212320.36,0.0,0.0,1828053.0,2040373.4,0,212320.36,-0.0400000000372529,False,False,False,False,True
183,1503297.5,1503297.5,0.0,2521233.0,4024530.5,1,0.0,0.0,False,True,False,False,False
14,95229.39,0.0,0.0,1271452.0,1366681.4,0,95229.39,-0.010000000009313226,False,True,False,False,False
625,10000000.0,13020975.0,3020974.5,0.0,0.0,1,-0.5,10000000.0,False,False,False,False,True
311,98050.29,98050.29,0.0,0.0,0.0,1,0.0,98050.29,False,False,False,False,True
203,2913787.0,2913787.0,0.0,0.0,2913787.0,1,0.0,0.0,False,True,False,False,False
664,5652739.5,5652739.5,0.0,0.0,0.0,1,0.0,5652739.5,False,False,False,False,True
491,1381513.2,1381513.2,0.0,528616.6,1910129.9,1,0.0,-0.10000000009313226,False,True,False,False,False
287,7109454.0,7109454.0,0.0,1377347.2,8486801.0,1,0.0,0.19999999925494194,False,True,False,False,False
397,24260.63,50148.0,25887.37,0.0,0.0,0,0.0,24260.63,False,False,False,True,False
557,776303.44,776303.44,0.0,0.0,0.0,1,0.0,776303.44,False,False,False,False,True
159,740.15,7618.0,6877.85,0.0,0.0,0,0.0,740.15,False,False,False,True,False
475,876753.1,876753.1,0.0,0.0,876753.1,1,0.0,0.0,False,True,False,False,False
394,48147.69,7627.0,0.0,0.0,48147.69,0,40520.69,0.0,False,True,False,False,False
10,183686.5,600428.75,784115.25,4786467.0,4975094.5,0,367373.0,-4941.0,True,False,False,False,False
215,172119.06,0.0,0.0,894050.8,1066169.9,0,172119.06,-0.03999999980442226,False,False,False,False,True
158,87646.89,0.0,0.0,3597931.8,3685578.5,0,87646.89,0.18999999994412065,False,True,False,False,False
653,598426.7,598426.7,0.0,0.0,0.0,1,0.0,598426.7,False,False,False,False,True
605,504532.72,504532.72,0.0,0.0,0.0,1,0.0,504532.72,False,False,False,False,True
330,140819.16,0.0,0.0,180821.02,321640.2,0,140819.16,-0.02000000001862645,False,True,False,False,False
427,426173.03,426173.03,0.0,0.0,426173.03,1,0.0,0.0,False,True,False,False,False
20,2639.52,56077.44,53437.92,0.0,0.0,0,-7.275957614183426e-12,2639.52,False,False,False,True,False
605,269692.53,269692.53,0.0,2248741.8,2518434.2,1,0.0,0.1299999998882413,False,True,False,False,False
303,10000000.0,25614246.0,15614246.0,0.0,0.0,1,0.0,10000000.0,False,False,False,False,True
274,267478.7,8289763.0,8557242.0,743217.2,475738.5,0,534957.6999999993,534957.3999999999,True,False,False,False,False
714,114497.89,42470.0,156967.89,347639.1,233141.2,0,228995.78000000003,228995.78999999998,True,False,False,False,False
596,12319.16,25298.0,12978.84,0.0,0.0,0,0.0,12319.16,False,False,False,True,False
335,1195.83,16730.0,15534.17,0.0,0.0,0,0.0,1195.83,False,False,False,True,False
383,4961093.0,4961093.0,0.0,0.0,4961093.0,1,0.0,0.0,False,True,False,False,False
259,4292.34,10261.0,5968.66,0.0,0.0,0,0.0,4292.34,False,False,False,True,False
179,295814.12,0.0,0.0,427958.16,723772.25,0,295814.12,0.030000000027939677,False,True,False,False,False
182,293570.9,4953055.0,5246625.5,2386211.8,2092640.8,0,587141.4000000004,587141.8999999997,True,False,False,False,False
153,418449.22,0.0,0.0,2472959.0,2973477.0,0,418449.22,-82068.78000000026,False,False,False,False,True
139,56403.4,8101963.5,8158367.0,1309407.5,1253004.0,0,112806.90000000037,112806.8999999999,True,False,False,False,False
227,44691.42,0.0,0.0,251171.77,295863.2,0,44691.42,-0.010000000009313226,False,True,False,False,False
358,361877.28,361877.28,0.0,0.0,0.0,1,0.0,361877.28,False,False,False,False,True
600,1649039.6,1649039.6,0.0,1970152.9,3619192.5,1,0.0,0.0,False,True,False,False,False
12,13992.57,40667.0,26674.43,0.0,0.0,0,0.0,13992.57,False,False,False,True,False
739,194521.28,194521.28,0.0,0.0,0.0,1,0.0,194521.28,False,False,False,False,True
325,107834.85,107834.85,0.0,0.0,107834.85,1,0.0,0.0,False,True,False,False,False
564,3370781.8,3370781.8,0.0,0.0,0.0,1,0.0,3370781.8,False,False,False,False,True
212,302709.12,6740357.0,7043066.0,2492328.5,2189619.5,0,605418.1200000001,605418.1200000001,True,False,False,False,False
551,150924.77,150924.77,0.0,0.0,150924.77,1,0.0,0.0,False,True,False,False,False
661,10000000.0,12140888.0,2140888.2,0.0,0.0,1,0.19999999925494194,10000000.0,False,False,False,False,True
659,1423627.9,1423627.9,0.0,0.0,1423627.9,1,0.0,0.0,False,True,False,False,False
419,3118811.8,3118811.8,0.0,1163983.0,4282794.5,1,0.0,0.2999999998137355,False,True,False,False,False
98,1122508.4,1122508.4,0.0,816132.6,1938641.0,1,0.0,0.0,False,True,False,False,False
377,77892.97,50161.0,128053.97,0.0,0.0,0,155785.94,77892.97,True,False,False,False,False
14,190021.73,0.0,0.0,525688.2,1708236.8,0,190021.73,-992526.8700000001,False,True,False,False,False
382,7264.97,51653.0,44388.03,0.0,0.0,0,0.0,7264.97,False,False,False,True,False
354,70599.52,12.0,0.0,3418721.5,3489321.0,0,70587.52,0.02000000001862645,False,True,False,False,False
436,2388542.0,2388542.0,0.0,0.0,0.0,1,0.0,2388542.0,False,False,False,False,True
435,365332.78,365332.78,0.0,0.0,0.0,1,0.0,365332.78,False,False,False,False,True
257,157971.05,49794.0,0.0,264555.88,422526.94,0,108177.04999999999,-0.010000000009313226,False,True,False,False,False
398,236176.7,463002.94,226826.23,1946536.9,2182713.5,0,-0.009999999951105565,0.10000000009313226,False,True,False,False,False
393,11392.73,0.0,0.0,0.0,0.0,0,11392.73,11392.73,False,False,False,True,False
594,355077.75,0.0,355077.75,3149408.2,2794330.5,0,710155.5,710155.4500000002,True,False,False,False,False
324,14349.61,0.0,0.0,0.0,0.0,0,14349.61,14349.61,False,False,False,True,False
299,42121.56,0.0,0.0,0.0,0.0,0,42121.56,42121.56,False,False,False,True,False
660,14360.12,14360.12,0.0,8869219.0,8883579.0,1,0.0,0.11999999918043613,False,True,False,False,False
401,265410.3,10560.0,275970.3,0.0,0.0,0,530820.6,265410.3,True,False,False,False,False
495,10976.29,148427.0,137450.7,0.0,0.0,0,-0.009999999980209395,10976.29,False,False,False,True,False
203,243833.47,20395.0,0.0,1527124.1,1453814.9,0,223438.47,317142.67000000016,False,True,False,False,False
423,396757.22,396757.22,0.0,0.0,0.0,1,0.0,396757.22,False,False,False,False,True
43,259944.7,30161.0,0.0,57942.52,91599.92,0,229783.7,226287.30000000005,False,True,False,False,False
409,10000000.0,19033760.0,9033761.0,0.0,0.0,1,1.0,10000000.0,False,False,False,False,True
275,5936.51,111765.06,105828.55,0.0,0.0,0,0.0,5936.51,False,False,False,True,False
483,3488355.8,3488355.8,0.0,0.0,0.0,1,0.0,3488355.8,False,False,False,False,True
98,1155819.6,1155819.6,0.0,0.0,0.0,1,0.0,1155819.6,False,False,False,False,True
598,453699.34,453699.34,0.0,1321758.9,1775458.1,1,0.0,0.13999999989755452,False,True,False,False,False
688,971133.6,971133.6,0.0,0.0,0.0,1,0.0,971133.6,False,False,False,False,True
346,180110.22,180110.22,0.0,0.0,0.0,1,0.0,180110.22,False,False,False,False,True
235,368514.03,5052.0,373566.03,1276795.1,599871.56,0,737028.06,1045437.5700000001,True,False,False,False,False
739,156691.56,156691.56,0.0,842252.1,998943.7,1,0.0,-0.0400000000372529,False,True,False,False,False
617,621034.9,621034.9,0.0,0.0,621034.9,1,0.0,0.0,False,True,False,False,False
526,377038.53,377038.53,0.0,105508.48,482547.0,1,0.0,0.010000000009313226,False,True,False,False,False
157,431356.56,431356.56,0.0,2787800.2,3219156.8,1,0.0,-0.039999999571591616,False,True,False,False,False
121,1241118.9,1241118.9,0.0,30436340.0,31677460.0,1,0.0,-1.1000000014901161,False,True,False,False,False
94,445257.44,445257.44,0.0,0.0,0.0,1,0.0,445257.44,False,False,False,False,True
288,722832.94,722832.94,0.0,0.0,0.0,1,0.0,722832.94,False,False,False,False,True
357,231676.33,0.0,0.0,3637788.8,3869465.0,0,231676.33,0.1299999998882413,False,True,False,False,False
335,22668.43,21902.91,0.0,0.0,0.0,0,765.5200000000004,22668.43,False,False,False,True,False
587,23784.28,836994.56,860778.9,125386.7,101602.43,0,47568.619999999995,47568.54999999999,True,False,False,False,False
726,834495.06,834495.06,0.0,471101.6,1305596.8,1,0.0,-0.13999999989755452,False,True,False,False,False
18,106487.5,271829.0,165341.5,49.0,0.0,0,0.0,106536.5,False,True,False,False,False
158,52709.78,0.0,0.0,8134948.0,8187658.0,0,52709.78,-0.21999999973922968,False,True,False,False,False
143,32076.17,32076.17,0.0,905007.25,937083.44,1,0.0,-0.01999999990221113,False,True,False,False,False
458,22140.87,22140.87,0.0,25511.14,47652.0,1,0.0,0.00999999999476131,False,True,False,False,False
395,10427.26,6421.0,0.0,0.0,0.0,0,4006.26,10427.26,False,False,False,True,False
629,7922.98,7922.98,0.0,0.0,7922.98,1,0.0,0.0,False,True,False,False,False
265,301.68,191176.0,190874.31,1077017.1,1077318.8,0,-0.010000000009313226,-0.02000000001862645,False,False,True,False,False
136,72361.78,355606.9,427968.7,177711.98,105350.2,0,144723.57999999996,144723.56,True,False,False,False,False
715,329424.12,329424.12,0.0,0.0,0.0,1,0.0,329424.12,False,False,False,False,True
187,4249.79,0.0,0.0,0.0,0.0,0,4249.79,4249.79,False,False,False,True,False
449,133632.23,133632.23,0.0,0.0,0.0,1,0.0,133632.23,False,False,False,False,True
404,62271.77,20333.0,0.0,281033.1,343304.88,0,41938.77,-0.010000000009313226,False,True,False,False,False
400,1604990.9,0.0,0.0,3017624.0,4622615.0,0,1604990.9,-0.09999999962747097,False,False,False,False,True
544,842235.1,20762.0,0.0,0.0,842235.1,0,821473.1,0.0,False,False,False,False,True
355,10294.21,446.0,0.0,0.0,0.0,0,9848.21,10294.21,False,False,False,True,False
351,4129483.0,4129483.0,0.0,3271378.0,7400861.0,1,0.0,0.0,False,True,False,False,False
213,361678.1,0.0,0.0,2049508.6,2411186.8,0,361678.1,-0.09999999962747097,False,True,False,False,False
18,6511.87,245293.05,238781.19,0.0,0.0,0,0.010000000009313226,6511.87,False,False,False,True,False
305,368760.5,0.0,0.0,1085829.9,1454590.4,0,368760.5,0.0,False,True,False,False,False
370,11577.24,315041.62,303464.38,0.0,0.0,0,0.0,11577.24,False,False,False,True,False
202,9416.31,49913.0,40496.69,0.0,0.0,0,0.0,9416.31,False,False,False,True,False
206,270478.22,0.0,0.0,423881.88,694360.06,0,270478.22,0.03999999992083758,False,True,False,False,False
516,848134.56,848134.56,0.0,211206.33,1059340.9,1,0.0,-0.009999999776482582,False,True,False,False,False
447,3965182.8,3965182.8,0.0,199484.14,4164667.0,1,0.0,-0.060000000055879354,False,True,False,False,False
400,272350.94,10779.0,0.0,168903.52,441254.44,0,261571.94,0.01999999996041879,False,True,False,False,False
254,9775.85,632.0,0.0,0.0,0.0,0,9143.85,9775.85,False,False,False,True,False
395,47984.43,47984.43,0.0,299049.38,347033.8,1,0.0,0.010000000009313226,False,True,False,False,False
373,150272.66,125607.0,0.0,8048072.5,8198345.0,0,24665.660000000003,0.1600000001490116,False,True,False,False,False
154,67082.58,0.0,0.0,1813962.0,1881044.6,0,67082.58,-0.02000000001862645,False,True,False,False,False
301,346119.3,17861.0,0.0,291170.1,637289.44,0,328258.3,-0.0400000000372529,False,True,False,False,False
208,429033.34,449.0,429482.34,217084.64,0.0,0,858066.68,646117.98,True,False,False,False,False
211,31039.67,0.0,0.0,0.0,0.0,0,31039.67,31039.67,False,False,False,True,False
698,1242226.8,1242226.8,0.0,0.0,0.0,1,0.0,1242226.8,False,False,False,False,True
183,3993.96,0.0,0.0,0.0,0.0,0,3993.96,3993.96,False,False,False,True,False
645,1576874.0,1576874.0,0.0,0.0,0.0,1,0.0,1576874.0,False,False,False,False,True
382,55940.16,102365.99,46425.84,350453.62,406393.8,0,0.00999999999476131,-0.01999999996041879,False,True,False,False,False
19,5347.02,0.0,0.0,219068.3,224415.3,0,5347.02,0.01999999998952262,False,True,False,False,False
401,130643.92,0.0,0.0,178812.27,309456.2,0,130643.92,-0.010000000009313226,False,True,False,False,False
399,144076.81,0.0,0.0,2447791.2,2591868.0,0,144076.81,0.01000000024214387,False,True,False,False,False
684,9666.54,33426.0,23759.46,0.0,0.0,0,0.0,9666.54,False,False,False,True,False
403,240544.11,15138.0,0.0,0.0,251507.08,0,225406.11,-10962.970000000001,False,True,False,False,False
732,59677.48,59677.48,0.0,0.0,0.0,1,0.0,59677.48,False,False,False,False,True
356,463383.25,0.0,0.0,5963152.5,6426536.0,0,463383.25,-0.25,False,True,False,False,False
35,8245.18,22113.0,13867.82,883823.25,892068.44,0,0.0,-0.009999999892897904,False,True,False,False,False
47,116834.58,0.0,0.0,144905.58,261740.17,0,116834.58,-0.010000000038417056,False,True,False,False,False
138,12225.32,0.0,0.0,0.0,0.0,0,12225.32,12225.32,False,False,False,True,False
305,364659.7,45542.0,0.0,135711.86,500371.53,0,319117.7,0.029999999969732016,False,True,False,False,False
503,56290.17,56290.17,0.0,0.0,0.0,1,0.0,56290.17,False,False,False,False,True
405,7591.28,322498.0,330089.28,0.0,0.0,0,15182.560000000056,7591.28,True,False,False,False,False
667,71554.74,71554.74,0.0,527488.44,599043.2,1,0.0,-0.02000000001862645,False,True,False,False,False
36,425431.47,505.0,0.0,0.0,425431.47,0,424926.47,0.0,False,False,False,False,True
653,128440.4,128440.4,0.0,1424377.9,1552818.2,1,0.0,0.09999999986030161,False,True,False,False,False
41,2885467.0,2885467.0,0.0,28131.01,3268477.0,1,0.0,-354878.9900000002,False,True,False,False,False
305,151774.02,21220.0,0.0,751159.75,902933.75,0,130554.01999999999,0.02000000001862645,False,True,False,False,False
111,98692.72,98692.72,0.0,67599.16,166291.88,1,0.0,0.0,False,True,False,False,False
268,754874.25,754874.25,0.0,0.0,0.0,1,0.0,754874.25,False,False,False,False,True
189,87577.49,0.0,0.0,4092554.5,4180132.0,0,87577.49,-0.009999999776482582,False,True,False,False,False
208,315451.94,51936.0,367387.94,25168.46,0.0,0,630903.88,340620.4,True,False,False,False,False
260,337451.94,241017.95,0.0,1379332.5,1716784.4,0,96433.98999999999,0.0400000000372529,False,True,False,False,False
215,70152.48,0.0,0.0,844938.44,915090.9,0,70152.48,0.01999999990221113,False,True,False,False,False
258,8089.26,26382.0,18292.74,0.0,0.0,0,0.0,8089.26,False,False,False,True,False
380,3070710.0,3070710.0,0.0,0.0,3070710.0,1,0.0,0.0,False,True,False,False,False
356,4990.22,0.0,0.0,0.0,0.0,0,4990.22,4990.22,False,False,False,True,False
136,263245.12,51025.0,0.0,6945696.0,7208941.5,0,212220.12,-0.3799999998882413,False,True,False,False,False
236,10157.25,0.0,0.0,0.0,0.0,0,10157.25,10157.25,False,False,False,True,False
221,1123561.6,1123561.6,0.0,0.0,0.0,1,0.0,1123561.6,False,False,False,False,True
393,250071.88,12043528.0,12293599.0,3107614.0,2857542.0,0,500142.8800000008,500143.8799999999,True,False,False,False,False
276,7832.09,0.0,0.0,427319.1,435151.16,0,7832.09,0.030000000027939677,False,True,False,False,False
161,318667.38,0.0,0.0,1453800.6,1772468.0,0,318667.38,-0.02000000001862645,False,True,False,False,False
42,104315.66,0.0,0.0,241351.84,345667.5,0,104315.66,0.0,False,True,False,False,False
74,59813.61,59813.61,0.0,0.0,59813.61,1,0.0,0.0,False,True,False,False,False
140,98918.12,98918.12,0.0,0.0,0.0,1,0.0,98918.12,False,False,False,False,True
359,74724.27,0.0,0.0,4846853.0,4921577.0,0,74724.27,0.26999999955296516,False,True,False,False,False
402,207876.39,22297.0,0.0,92560.6,300437.0,0,185579.39,-0.010000000009313226,False,True,False,False,False
394,8402.46,2797417.2,2805819.8,54876.18,46473.72,0,16805.05999999959,16804.92,True,False,False,False,False
115,1001167.0,1001167.0,0.0,4960.52,1006127.56,1,0.0,-0.0400000000372529,False,True,False,False,False
351,128844.62,86341.0,0.0,563738.7,692583.3,0,42503.619999999995,0.01999999990221113,False,True,False,False,False
94,6701.2,18751.0,12049.8,0.0,0.0,0,0.0,6701.2,False,False,False,True,False
161,263270.7,92686.0,0.0,0.0,263270.7,0,170584.7,0.0,False,True,False,False,False
483,22990.73,22990.73,0.0,3279840.8,3302831.2,1,0.0,0.3299999996088445,False,True,False,False,False
347,399735.97,12405.0,0.0,1091359.0,1491095.0,0,387330.97,-0.030000000027939677,False,True,False,False,False
557,839077.8,839077.8,0.0,0.0,839077.8,1,0.0,0.0,False,True,False,False,False
416,1724.32,150591.0,148866.69,0.0,0.0,0,0.010000000009313226,1724.32,False,False,False,True,False
176,102229.91,102229.91,0.0,0.0,102229.91,1,0.0,0.0,False,True,False,False,False
162,112709.65,6347578.0,6460288.0,561106.5,448396.8,0,225419.65000000037,225419.35000000003,True,False,False,False,False
640,49871.73,49871.73,0.0,0.0,0.0,1,0.0,49871.73,False,False,False,False,True
204,90879.07,4786.0,0.0,836141.9,927020.94,0,86093.07,0.030000000027939677,False,True,False,False,False
205,93481.6,340441.16,433922.75,2860063.2,2766581.5,0,186963.19,186963.30000000028,True,False,False,False,False
396,358963.0,3086.0,0.0,304503.44,663466.44,0,355877.0,0.0,False,True,False,False,False
623,67128.33,67128.33,0.0,623880.1,691008.44,1,0.0,-0.010000000009313226,False,True,False,False,False
614,408684.88,157470.25,566155.1,4444140.5,4035455.5,0,817369.73,817369.8799999999,True,False,False,False,False
444,10000000.0,23752520.0,13752521.0,0.0,0.0,1,1.0,10000000.0,False,False,False,False,True
372,2997.97,0.0,0.0,0.0,0.0,0,2997.97,2997.97,False,False,False,True,False
11,2100.0,2100.0,0.0,112512.48,114612.48,1,0.0,0.0,False,True,False,False,False
231,400758.84,400758.84,0.0,0.0,0.0,1,0.0,400758.84,False,False,False,False,True
144,4402.78,0.0,0.0,0.0,0.0,0,4402.78,4402.78,False,False,False,True,False
305,211138.36,20006.0,231144.36,0.0,0.0,0,422276.72,211138.36,True,False,False,False,False
37,364166.88,110236.0,474402.88,225097.56,0.0,0,728333.76,589264.44,True,False,False,False,False
563,96989.06,96989.06,0.0,1112486.1,1209475.2,1,0.0,-0.03999999980442226,False,True,False,False,False
649,30674.98,30674.98,0.0,326371.7,357046.7,1,0.0,-0.02000000001862645,False,True,False,False,False
416,17156.98,544976.25,562133.2,130193.23,113036.26,0,34313.929999999935,34313.95,True,False,False,False,False
79,353045.34,353045.34,0.0,981978.75,1335024.1,1,0.0,-0.010000000009313226,False,True,False,False,False
35,38769.49,105773.0,67003.51,337335.88,376105.38,0,0.0,-0.010000000009313226,False,True,False,False,False
163,1176.91,3284.0,2107.09,0.0,0.0,0,0.0,1176.91,False,False,False,True,False
377,2344540.2,2344540.2,0.0,0.0,0.0,1,0.0,2344540.2,False,False,False,False,True
608,136331.05,136331.05,0.0,0.0,136331.05,1,0.0,0.0,False,True,False,False,False
329,46467.33,57390.0,10922.67,555522.2,601989.5,0,0.0,0.029999999911524355,False,True,False,False,False
739,156691.56,156691.56,0.0,0.0,0.0,1,0.0,156691.56,False,False,False,False,True
427,426173.03,426173.03,0.0,0.0,0.0,1,0.0,426173.03,False,False,False,False,True
238,103.22,0.0,0.0,0.0,0.0,0,103.22,103.22,False,False,False,True,False
323,5024796.5,34249.0,0.0,97019.45,5121815.5,0,4990547.5,0.4500000001862645,False,False,False,False,True
226,29174.8,29174.8,0.0,4093.57,33268.36,1,0.0,0.010000000002037268,False,True,False,False,False
475,20111.45,20111.45,0.0,1431418.6,1451530.1,1,0.0,-0.05000000004656613,False,True,False,False,False
106,2708906.5,2708906.5,0.0,0.0,0.0,1,0.0,2708906.5,False,False,False,False,True
468,155926.42,155926.42,0.0,0.0,0.0,1,0.0,155926.42,False,False,False,False,True
210,87606.3,546.0,0.0,367832.25,455438.56,0,87060.3,-0.010000000009313226,False,True,False,False,False
149,14016.65,14016.65,0.0,1818633.9,1832650.5,1,0.0,0.049999999813735485,False,True,False,False,False
188,7112.23,0.0,0.0,0.0,0.0,0,7112.23,7112.23,False,False,False,True,False
154,75401.82,7700407.0,7775808.5,1340602.5,1265200.6,0,150803.3200000003,150803.71999999997,True,False,False,False,False
277,47812.71,5893640.5,5941453.5,119716.65,71903.94,0,95625.70999999996,95625.41999999998,True,False,False,False,False
241,657417.6,657417.6,0.0,0.0,0.0,1,0.0,657417.6,False,False,False,False,True
278,15158.56,0.0,0.0,0.0,0.0,0,15158.56,15158.56,False,False,False,True,False
10,11073.83,41608.0,30534.17,0.0,0.0,0,0.0,11073.83,False,False,False,True,False
10,27820.8,0.0,0.0,0.0,0.0,0,27820.8,27820.8,False,False,False,True,False
687,20318.96,0.0,0.0,0.0,0.0,0,20318.96,20318.96,False,False,False,True,False
252,429779.1,25.0,0.0,2259750.8,2689530.0,0,429754.1,-0.10000000009313226,False,True,False,False,False
264,84196.79,84196.79,0.0,1094796.5,1008188.25,1,0.0,170805.04000000004,False,True,False,False,False
669,5388834.5,5388834.5,0.0,0.0,0.0,1,0.0,5388834.5,False,False,False,False,True
724,309488.9,309488.9,0.0,924407.1,1233896.0,1,0.0,0.0,False,True,False,False,False
235,3313.2,236209.17,232895.97,0.0,0.0,0,0.0,3313.2,False,False,False,True,False
180,5363595.0,5363595.0,0.0,134472.23,5498067.0,1,0.0,0.23000000044703484,False,True,False,False,False
443,348915.97,348915.97,0.0,0.0,0.0,1,0.0,348915.97,False,False,False,False,True
646,568292.75,568292.75,0.0,0.0,0.0,1,0.0,568292.75,False,False,False,False,True
393,11870.29,454723.84,442853.56,0.0,0.0,0,0.009999999951105565,11870.29,False,False,False,True,False
40,37620.93,237833.0,200212.06,0.0,37620.93,0,-0.010000000009313226,0.0,False,True,False,False,False
241,57734.59,57734.59,0.0,0.0,57734.59,1,0.0,0.0,False,True,False,False,False
36,126860.4,9730.0,0.0,60054.45,366272.62,0,117130.4,-179357.77000000002,False,True,False,False,False
102,656118.4,656118.4,0.0,0.0,0.0,1,0.0,656118.4,False,False,False,False,True
42,46851.46,23978.0,70829.46,739334.8,692483.4,0,93702.92000000001,93702.85999999999,True,False,False,False,False
380,139046.77,275.0,0.0,613514.3,752561.06,0,138771.77,0.010000000009313226,False,True,False,False,False
621,348751.44,348751.44,0.0,698.29,349449.75,1,0.0,-0.02000000001862645,False,True,False,False,False
262,3816.9,174621.62,170804.73,0.0,0.0,0,0.010000000009313226,3816.9,False,False,False,True,False
189,1080.46,8249.87,7169.4,0.0,0.0,0,-0.010000000000218279,1080.46,False,False,False,True,False
19,81357.92,2672.0,0.0,347827.94,429185.88,0,78685.92,-0.02000000001862645,False,True,False,False,False
322,168317.38,34942.0,0.0,0.0,168317.38,0,133375.38,0.0,False,True,False,False,False
254,59561.86,717200.56,776762.44,430024.53,370462.7,0,119123.73999999987,119123.69,True,False,False,False,False
91,737285.0,737285.0,0.0,0.0,0.0,1,0.0,737285.0,False,False,False,False,True
275,2607790.5,2607790.5,0.0,7640098.0,10247888.0,1,0.0,0.5,False,True,False,False,False
335,2768828.5,0.0,0.0,4760216.5,7529045.0,0,2768828.5,0.0,False,False,False,False,True
143,199789.11,0.0,0.0,278146.62,477935.75,0,199789.11,-0.02000000001862645,False,True,False,False,False
347,149939.83,24981.0,0.0,843062.8,993002.6,0,124958.82999999999,0.030000000027939677,False,True,False,False,False
